,0
t2m,0.06757982373138627
tp,0.16452595939963902
msl,0.012936410958096238
v10,0.017580664921323444
u10,0.011717791615132422
EAWR,0.027695915112020648
SCAN,0.022309395227298447
NAO,0.02208422491788662
EA,0.03511594532353814
u250,0.017567351700212938
u850,0.018891632287101265
u500,0.013892619343918737
u700,0.015138656892664052
u1000,0.015557360951180797
v250,0.01236633332048506
v850,0.009222657311332476
v500,0.007000357422730312
v700,0.006690448116834391
v1000,0.012355791609583232
r250,0.010871333901513371
r850,0.014341300409981796
r500,0.01793781538549253
r700,0.03944351652414714
r1000,0.01627112268180327
z250,0.053077999979496554
z500,0.03644872052836755
z700,0.04696304435519159
z850,0.04161163042744863
z1000,0.013193585324480624
t250,0.016637846466829646
t850,0.021304761997460266
t500,0.016022915375278904
t700,0.01315357534233582
t1000,0.024929661800187047
dtd250,0.012039800822121449
dtd850,0.012052560143318809
dtd500,0.0163641662757576
dtd700,0.020422499669166018
dtd1000,0.04668280242725685
