,0
t2m,0.028237010912906296
tp,0.027809907751824837
msl,0.02019817776308264
v10,0.04081589486800132
u10,0.013941590026249902
EAWR,0.0350959741298156
SCAN,0.04725248361113306
NAO,0.046608379897205045
EA,0.039039782217928476
u250,0.01753497949805912
u850,0.018101774653542645
u500,0.021913859280913193
u700,0.014686998951977946
u1000,0.012684253586848113
v250,0.016703216390196035
v850,0.030588298107921536
v500,0.011272136011477083
v700,0.012750299286306579
v1000,0.03739642748239006
r250,0.02731268789872108
r850,0.012562488782229939
r500,0.016282324133512657
r700,0.02315600207856935
r1000,0.015118801458925775
z250,0.036164406950791005
z500,0.0197856168850742
z700,0.02361365686539771
z850,0.016799974499236755
z1000,0.01970162399575507
t250,0.0237063187482102
t850,0.036172263014304505
t500,0.039495483905412965
t700,0.04261444180158449
t1000,0.04555558787810998
dtd250,0.031155630020135505
dtd850,0.014621681782500723
dtd500,0.016792827583794273
dtd700,0.029904308997826798
dtd1000,0.01685242829212757
