,0
t2m,0.027462327315122638
tp,0.02884798205644276
msl,0.008751824539795948
v10,0.011402807269660776
u10,0.01512216056050673
EAWR,0.023601063739436833
SCAN,0.022195593700489933
NAO,0.024099606516449382
EA,0.03011073035946311
u250,0.030160013276140065
u850,0.0126197999488103
u500,0.028815030422329496
u700,0.02170893471909375
u1000,0.014279667822861273
v250,0.05146437351418876
v850,0.012189973441218062
v500,0.04017279239054171
v700,0.014063644450305737
v1000,0.01379745821146045
r250,0.0182885334905372
r850,0.011244897811471656
r500,0.025120176471395615
r700,0.013956714089314147
r1000,0.012666960046863405
z250,0.03584631615380384
z500,0.08193608422373477
z700,0.14563391587065785
z850,0.049497394361734226
z1000,0.009470017436228722
t250,0.021787382719418342
t850,0.012417674449200408
t500,0.01878807869386212
t700,0.013136148673985354
t1000,0.013479373829393954
dtd250,0.01579450528937905
dtd850,0.011146519897232029
dtd500,0.03157883619332519
dtd700,0.012681982267674377
dtd1000,0.014662703776470087
