,0
t2m,0.015622256643903997
tp,0.020982469975916896
msl,0.018964653906578234
v10,0.014803755258032842
u10,0.01534109778695108
EAWR,0.024063613741441617
SCAN,0.03359938299305396
NAO,0.04108080983289804
EA,0.038134441268349265
u250,0.024444405152912935
u850,0.020562449696355914
u500,0.026486707229431007
u700,0.020716376142753852
u1000,0.014175606732628607
v250,0.026701050002268127
v850,0.015625068446348856
v500,0.02481890546054119
v700,0.016089455218119216
v1000,0.016209273048539852
r250,0.013845207357016255
r850,0.015071238807255263
r500,0.0274537585468872
r700,0.01616320880800037
r1000,0.020347967516250298
z250,0.0477882455187338
z500,0.028311544939360646
z700,0.11157163530385557
z850,0.07315146198103606
z1000,0.022434917387164202
t250,0.02910260825988718
t850,0.007218618501813449
t500,0.019551756475395043
t700,0.009406160669248468
t1000,0.009143682118946861
dtd250,0.014094825203892105
dtd850,0.014925982050243352
dtd500,0.02677802514570753
dtd700,0.015894975933796206
dtd1000,0.04932240093848468
