,0
t2m,0.03027537385684352
tp,0.029423273102471944
msl,0.010594005625914974
v10,0.015287523722512672
u10,0.013499455366633108
EAWR,0.027766404244052
SCAN,0.018147172445731562
NAO,0.04150040975472589
EA,0.027811980332695746
u250,0.018134745295934607
u850,0.01710690360365031
u500,0.016658765798175528
u700,0.023701130396793602
u1000,0.01594363280330222
v250,0.011970212973220436
v850,0.018150788778357345
v500,0.012679558857779922
v700,0.009459121314508556
v1000,0.012887508822158701
r250,0.018851063768180257
r850,0.016900054811050683
r500,0.012641891817663058
r700,0.009755282374163104
r1000,0.011614323528361272
z250,0.06541293589358727
z500,0.12197988728554648
z700,0.09192392882277246
z850,0.09781584149999675
z1000,0.012609918446053393
t250,0.02291502263832758
t850,0.01284475201461289
t500,0.028099492651330226
t700,0.014591345142617975
t1000,0.019760693992000616
dtd250,0.015726754989163975
dtd850,0.017398032008969343
dtd500,0.01272672905432868
dtd700,0.012141648468974316
dtd1000,0.013292433696836893
