,0
t2m,0.018252576321257465
tp,0.03092148970179059
msl,0.016764716480156382
v10,0.01436543603211639
u10,0.022861845652127077
EAWR,0.06979831792810921
SCAN,0.03847904851618531
NAO,0.05911988104930654
EA,0.05061204668286831
u250,0.03872209628713991
u850,0.024177609615084642
u500,0.024618623644840826
u700,0.02040242673618563
u1000,0.0274062115963003
v250,0.0248241890590827
v850,0.015982690945830724
v500,0.014733640420984953
v700,0.014038043516508425
v1000,0.01574978279376037
r250,0.018896268973931055
r850,0.018216074533888068
r500,0.03208728490607848
r700,0.02084928137012852
r1000,0.027829617414837103
z250,0.04366166249628642
z500,0.015013404986297047
z700,0.023564405816808954
z850,0.023413420447886888
z1000,0.019285116303482924
t250,0.030577672174801455
t850,0.013401700919826844
t500,0.02255850321249888
t700,0.018257369362206285
t1000,0.01796031068297097
dtd250,0.01569660314900584
dtd850,0.027151421518525565
dtd500,0.021249185917043296
dtd700,0.01815706078667334
dtd1000,0.030342962047186398
