,0
t2m,0.014940159049297878
tp,0.03752051700268098
msl,0.012483988273995618
v10,0.016313816837605803
u10,0.020276808469883712
EAWR,0.03668512025525532
SCAN,0.030919366604074627
NAO,0.030368190570037337
EA,0.026813422762462378
u250,0.020723596856160303
u850,0.023814571367647707
u500,0.02497555236304573
u700,0.01910847256937954
u1000,0.03904629902266779
v250,0.023678633379796785
v850,0.02499480036956056
v500,0.019569282531997176
v700,0.018717237766667075
v1000,0.019615169194167247
r250,0.016885847512799194
r850,0.015634214350223347
r500,0.017021809261314698
r700,0.010709858075481435
r1000,0.02011797951198168
z250,0.037012968908552525
z500,0.056923653764327696
z700,0.12620899992729193
z850,0.046501094185205157
z1000,0.021216941797289366
t250,0.03561979989842472
t850,0.013344111743026492
t500,0.023323251090680865
t700,0.014103271289000059
t1000,0.013142391962341104
dtd250,0.017289041666352093
dtd850,0.012827218808667662
dtd500,0.01832100827704261
dtd700,0.009558124369706262
dtd1000,0.013673408353907594
