,0
t2m,0.0241931124944185
tp,0.028800551259083776
msl,0.01643842010444258
v10,0.03520708658896656
u10,0.021849224068717164
EAWR,0.038499431176024015
SCAN,0.06658122881053502
NAO,0.07061209595078694
EA,0.04482592790461454
u250,0.04367374374898326
u850,0.020525271438227865
u500,0.035084752440703644
u700,0.03535806899108373
u1000,0.020807155043177015
v250,0.03199001303951252
v850,0.022309513803509914
v500,0.019716147026984595
v700,0.022076736284492325
v1000,0.02542966815953905
r250,0.016334255306184015
r850,0.018723088398879463
r500,0.022614629443546336
r700,0.018113240462867136
r1000,0.027609611410885377
z250,0.014123715279679696
z500,0.008885273312285332
z700,0.014891255747021487
z850,0.017148364191008812
z1000,0.015771551369048415
t250,0.033925202971777924
t850,0.016630650880430798
t500,0.017724743960373438
t700,0.013594930164631525
t1000,0.021204883526771065
dtd250,0.019710247968061822
dtd850,0.01582767819708431
dtd500,0.01751123993524836
dtd700,0.01800003433707519
dtd1000,0.02767725480333648
