,0
t2m,0.06819782378026895
tp,0.021538853295547885
msl,0.008148012266686247
v10,0.00928945226648578
u10,0.00978413731386465
EAWR,0.03250881938709219
SCAN,0.08093107983803224
NAO,0.02422920633910226
EA,0.042139911584430534
u250,0.01438158605133609
u850,0.010778815038995188
u500,0.010004913307332525
u700,0.01034178252868678
u1000,0.009850366731605779
v250,0.013634790365189381
v850,0.012070693955580131
v500,0.011167140482530175
v700,0.012165138250132358
v1000,0.00809569315232088
r250,0.014778249050072169
r850,0.015548076145746718
r500,0.021126310751280786
r700,0.010148591479080434
r1000,0.012294141794704649
z250,0.1151183923696312
z500,0.08282285720266322
z700,0.017967600423721763
z850,0.010847923422408031
z1000,0.008803559679863775
t250,0.01843671381426296
t850,0.05021556061907216
t500,0.03021042205576484
t700,0.05837203858005668
t1000,0.04521049184575078
dtd250,0.013561481310955272
dtd850,0.01880980419031046
dtd500,0.01655430178983707
dtd700,0.015250573919327179
dtd1000,0.01466469362026995
