,0
t2m,0.08890602452839787
tp,0.022943408381634986
msl,0.022514799104921972
v10,0.016646855015686624
u10,0.02359358800084086
EAWR,0.04225571487738188
SCAN,0.028747023694062446
NAO,0.061248962803946615
EA,0.03083687252142763
u250,0.03413162419441252
u850,0.02653901192354485
u500,0.01924836473853859
u700,0.019627149247552676
u1000,0.023715473087621345
v250,0.01785452465259194
v850,0.02416557143946766
v500,0.021338296264468083
v700,0.01914128984574745
v1000,0.01786123036882961
r250,0.014933309336765245
r850,0.02268084153536027
r500,0.01663387904798534
r700,0.03178259314760445
r1000,0.018618855104835918
z250,0.01652313389417921
z500,0.018726831629838077
z700,0.016293810069343162
z850,0.017329608096189445
z1000,0.019255133765002624
t250,0.02004885650445311
t850,0.03785118585189485
t500,0.020237406587151563
t700,0.013876950438647773
t1000,0.047970925908910736
dtd250,0.0172400507181186
dtd850,0.019719740069772534
dtd500,0.015025843490950616
dtd700,0.033088513307359804
dtd1000,0.02084674680456093
