,0
t2m,0.017209298892001724
tp,0.0281515663418696
msl,0.02730648555940907
v10,0.03479373920663986
u10,0.012781259400031816
EAWR,0.035179064290457834
SCAN,0.027356896755428153
NAO,0.03432678288239297
EA,0.047224340726238594
u250,0.043557750526337355
u850,0.015318882889627109
u500,0.019604671069577955
u700,0.016606068973498013
u1000,0.013360560527476655
v250,0.02793514868024578
v850,0.15957486119684644
v500,0.04314367269343958
v700,0.039720646403529604
v1000,0.022555791191431685
r250,0.016594752093442605
r850,0.024796352870719435
r500,0.01529928464763587
r700,0.01588219397326156
r1000,0.04284300005045048
z250,0.010724124352811056
z500,0.009350742309208676
z700,0.009824145115098727
z850,0.02079936418999751
z1000,0.029238086620545407
t250,0.0217793373415973
t850,0.008754389399498269
t500,0.016827131354477172
t700,0.010388205761684357
t1000,0.011064014859409145
dtd250,0.015669627870645
dtd850,0.010004390225929709
dtd500,0.01068842084501456
dtd700,0.011069447824826228
dtd1000,0.022695500087267187
