,0
t2m,0.05039919116507876
tp,0.025171930641491303
msl,0.015183027151596877
v10,0.016630968775534362
u10,0.018207173734493737
EAWR,0.04937276523102889
SCAN,0.02820615010494414
NAO,0.044372556178436315
EA,0.04082670144356566
u250,0.032593228858276056
u850,0.029938264068854345
u500,0.029141061380945365
u700,0.0273628240680678
u1000,0.021372708210636
v250,0.029236997313281582
v850,0.01725389493003173
v500,0.014366112730643166
v700,0.017629764472492888
v1000,0.022796956398644878
r250,0.014289544892556296
r850,0.024715811192972028
r500,0.01664540262321278
r700,0.025497334935480908
r1000,0.014658914544432583
z250,0.041304337305691614
z500,0.03727655200274968
z700,0.03785518034790549
z850,0.01330010058013381
z1000,0.013912075810936914
t250,0.021946774530266836
t850,0.01927512380552698
t500,0.03648667752990811
t700,0.036857618044327564
t1000,0.02705321029071598
dtd250,0.01958056337921757
dtd850,0.017946314390107146
dtd500,0.015803876385497635
dtd700,0.020795188105486865
dtd1000,0.014737122444829474
