,0
t2m,0.25912424529079836
tp,0.04629674422208087
msl,0.00884186927060412
v10,0.0167981600028582
u10,0.02539238753222938
EAWR,0.02478604146888526
SCAN,0.021364421795476287
NAO,0.02769563119495354
EA,0.0312857720942516
u250,0.017625079040261993
u850,0.012830818197114409
u500,0.009548752556063328
u700,0.012544588742069596
u1000,0.0237217942345269
v250,0.016616342280452563
v850,0.015110532147771376
v500,0.015943179175524378
v700,0.016746948460173283
v1000,0.013605154931887924
r250,0.017607329431796746
r850,0.01832458652072401
r500,0.027994150923962246
r700,0.011586441170806518
r1000,0.018695653547582892
z250,0.01704986627128845
z500,0.03419746962070104
z700,0.020532044282020764
z850,0.013117910837540967
z1000,0.008893454351728605
t250,0.018440555377850297
t850,0.018532844054321696
t500,0.012317070419826971
t700,0.013556734040833995
t1000,0.0270770440828523
dtd250,0.01899124316090739
dtd850,0.03685298141567951
dtd500,0.018282990248235566
dtd700,0.012036475167520606
dtd1000,0.020034692435836273
