,0
t2m,0.02443866047003419
tp,0.023052926274772546
msl,0.011175122930242658
v10,0.014280999513634172
u10,0.022211681937674862
EAWR,0.037141710177507996
SCAN,0.03647373390818939
NAO,0.046486221395513956
EA,0.029897589305217846
u250,0.021392441627685655
u850,0.014537706200426204
u500,0.017148724031456845
u700,0.016219938820348462
u1000,0.022846925386185473
v250,0.05675547677588784
v850,0.024184287335201712
v500,0.050911799019053385
v700,0.11776475232522601
v1000,0.012197996368523372
r250,0.017391856266312095
r850,0.011422632348136237
r500,0.01580528870708416
r700,0.02192563681153235
r1000,0.021539369085431793
z250,0.014093442161035587
z500,0.013884468425527314
z700,0.015624762891216656
z850,0.030084184295765478
z1000,0.011994388230223136
t250,0.03654541990763513
t850,0.011837341558313128
t500,0.022227548344078776
t700,0.014795949707858745
t1000,0.021125261015901266
dtd250,0.017201873845082007
dtd850,0.011720604590607153
dtd500,0.016195992563144378
dtd700,0.026613342635003034
dtd1000,0.048851942807328914
