,0
t2m,0.04557835970093493
tp,0.026223521100551917
msl,0.020491359829243945
v10,0.013654752228030887
u10,0.014173473245305528
EAWR,0.024813488017092874
SCAN,0.018624839040447393
NAO,0.034527595412179264
EA,0.021404062768802832
u250,0.02671220525534856
u850,0.01333284224052383
u500,0.02383112118466654
u700,0.022509676794568393
u1000,0.024358949468359228
v250,0.030709183441501402
v850,0.015312509768568773
v500,0.031117694217747086
v700,0.0119633009889735
v1000,0.016967138475634958
r250,0.015806799659632102
r850,0.016950322837037003
r500,0.048228040370742346
r700,0.016339225787185968
r1000,0.01596582167235101
z250,0.040594012365889845
z500,0.017273212293703065
z700,0.027424282943110646
z850,0.015053212185500753
z1000,0.025337940456372957
t250,0.027929981612164746
t850,0.00884797744662134
t500,0.019833171967954123
t700,0.011063093318807631
t1000,0.014906202615747197
dtd250,0.012386075429963955
dtd850,0.023065009159628294
dtd500,0.09346035945577456
dtd700,0.022678876467888808
dtd1000,0.09055030877544182
