,0
t2m,0.03234382324797806
tp,0.022622681127528094
msl,0.018415381378077425
v10,0.016332041171577102
u10,0.012747440407729476
EAWR,0.031338732283388335
SCAN,0.03499887689156711
NAO,0.03872440741981486
EA,0.0484548110419875
u250,0.014979989541878394
u850,0.0168510920752716
u500,0.011647202050461401
u700,0.010823055822354918
u1000,0.01430322558197905
v250,0.08603192864240601
v850,0.04354722103108459
v500,0.06943382119031853
v700,0.09158620088066051
v1000,0.01271163561479091
r250,0.012208478586486554
r850,0.013299580185437422
r500,0.011990046990151637
r700,0.01019878992863667
r1000,0.01575376568671057
z250,0.018728457516427287
z500,0.014234743940168992
z700,0.02392880254809655
z850,0.03210104231169204
z1000,0.019785769849461666
t250,0.03883552757944822
t850,0.025941441385198275
t500,0.02265537911760976
t700,0.013208615456430137
t1000,0.037671787254077105
dtd250,0.014209344495883503
dtd850,0.01058416350721884
dtd500,0.011938946853539243
dtd700,0.00901728546292997
dtd1000,0.01581446394354166
