,0
t2m,0.06295421969308924
tp,0.023965252120160048
msl,0.008663941898258502
v10,0.018378777284615535
u10,0.018570239721386717
EAWR,0.029585769340561608
SCAN,0.022706059386687426
NAO,0.040928373903845565
EA,0.06418341676910677
u250,0.022643114405030196
u850,0.015189672145755034
u500,0.019083093388426675
u700,0.01450547307190065
u1000,0.01778429569158455
v250,0.04915913165862103
v850,0.019987969657787534
v500,0.04997207098134288
v700,0.024016129603725136
v1000,0.021989184144168703
r250,0.023961353050256987
r850,0.03291343580947774
r500,0.022158944484130305
r700,0.017903983173125904
r1000,0.0199247211470145
z250,0.014031340652326155
z500,0.010857345925441637
z700,0.011028057675703543
z850,0.012577179060383884
z1000,0.009062047142571262
t250,0.03291197279414983
t850,0.03441872478304617
t500,0.034518302039236115
t700,0.031786592093747734
t1000,0.038618043986621525
dtd250,0.021602619571926145
dtd850,0.019029395310460835
dtd500,0.022920618851874634
dtd700,0.01924104865113063
dtd1000,0.026268088931320602
