,0
t2m,0.016080012767974775
tp,0.015956202664472813
msl,0.012986393923935278
v10,0.018683249680415702
u10,0.012950510592172247
EAWR,0.018811408851425137
SCAN,0.027200174323667635
NAO,0.02660557163244954
EA,0.025383927765327573
u250,0.01873781855828474
u850,0.031033600999156762
u500,0.0149616863886246
u700,0.01499217102058791
u1000,0.014263916935209968
v250,0.04823234698103428
v850,0.03127419059802273
v500,0.038695025159829394
v700,0.024423396288238804
v1000,0.01635077439833032
r250,0.013856232990634359
r850,0.015970838737310408
r500,0.019292301479227815
r700,0.01016696951460012
r1000,0.01581969297891962
z250,0.01647968695799182
z500,0.019400791456382908
z700,0.10050638273254657
z850,0.1974469348518411
z1000,0.019905459627919668
t250,0.01619229375333779
t850,0.009079305695676996
t500,0.014528034869688828
t700,0.01209440303874374
t1000,0.01460744867171595
dtd250,0.013763095122690187
dtd850,0.016700339255780364
dtd500,0.021321339018920634
dtd700,0.011438030599848279
dtd1000,0.013808039117062621
