,0
t2m,0.0355962588219788
tp,0.025991612252619405
msl,0.016240635754673997
v10,0.01062338028343335
u10,0.01629466866964886
EAWR,0.0341553794272394
SCAN,0.019717978277234673
NAO,0.03925275759320785
EA,0.01776889929262516
u250,0.018388209528423783
u850,0.013827715490175104
u500,0.023795621599521068
u700,0.01721472899270699
u1000,0.012726543251406085
v250,0.017005498333581413
v850,0.013295357122830137
v500,0.014822207317745112
v700,0.009801443555015804
v1000,0.01091292790089016
r250,0.016631651361113425
r850,0.009882744374451666
r500,0.036526353613615885
r700,0.019134462788538
r1000,0.019312594871519775
z250,0.057814008429576284
z500,0.14305869382935807
z700,0.03368942357494097
z850,0.06503938810845979
z1000,0.015581556818638485
t250,0.028653913911868258
t850,0.015175325192388798
t500,0.03125796279224903
t700,0.022888776898968972
t1000,0.01534473583435353
dtd250,0.01788215447333133
dtd850,0.011985943395988078
dtd500,0.03074437397399231
dtd700,0.024772414741903524
dtd1000,0.01719169754978679
