,0
t2m,0.031523268611445526
tp,0.019216446590750644
msl,0.012054643698286445
v10,0.015491751410835678
u10,0.02129012692435305
EAWR,0.06546555578534671
SCAN,0.03757550900565009
NAO,0.10127139701477605
EA,0.045736547865252705
u250,0.032578910561970764
u850,0.0268823719071324
u500,0.03876430898218475
u700,0.018512289669989176
u1000,0.038708708804122235
v250,0.020228598940904046
v850,0.015719588698815536
v500,0.013882117442379096
v700,0.010982607273818014
v1000,0.01743594087493194
r250,0.04845289997543827
r850,0.015929375526173913
r500,0.031893977716025784
r700,0.026548080656836025
r1000,0.01974100121257207
z250,0.012826329641105678
z500,0.011668278463175336
z700,0.009572364589037076
z850,0.011737590277762699
z1000,0.00967588397121525
t250,0.031162545803586638
t850,0.014443886574770276
t500,0.02330720872913879
t700,0.014291741455441456
t1000,0.021517128766835956
dtd250,0.03687808558326491
dtd850,0.014650042959539842
dtd500,0.02485551693951149
dtd700,0.020507179971690485
dtd1000,0.017020191123933263
