,0
t2m,0.017723084434838485
tp,0.02152525320708539
msl,0.059948614821881005
v10,0.017965256042107528
u10,0.016730328588913896
EAWR,0.03118775543253121
SCAN,0.036073657601443314
NAO,0.03621092296277764
EA,0.056171027890790794
u250,0.023522305342685058
u850,0.015886077337239887
u500,0.018573803347613767
u700,0.013979238322911456
u1000,0.01827250623041384
v250,0.029778381311071255
v850,0.014682223334240628
v500,0.019576879684649818
v700,0.0173004376127755
v1000,0.012955402386728581
r250,0.017412138070685767
r850,0.01158828702244483
r500,0.024962381844321705
r700,0.017170003228678957
r1000,0.04315720138113032
z250,0.03181162225227352
z500,0.02564383337753692
z700,0.08378395670479534
z850,0.06841603614060271
z1000,0.037208752426334764
t250,0.022191859025422506
t850,0.01260727052668698
t500,0.013002149095645642
t700,0.012432180325478236
t1000,0.010536260771914085
dtd250,0.013647275011289983
dtd850,0.010414680788625796
dtd500,0.013193976080785876
dtd700,0.02329161693767421
dtd1000,0.02946536309497273
