,0
t2m,0.03561242980200685
tp,0.04622836669224517
msl,0.01804980051550091
v10,0.01586058161535831
u10,0.015758260651889535
EAWR,0.04139831240883562
SCAN,0.03249503366216019
NAO,0.0392858090132343
EA,0.03836753595878629
u250,0.041699068837788726
u850,0.01923699423465856
u500,0.027823474480692233
u700,0.01651056971576751
u1000,0.017858823555374072
v250,0.02431748907406257
v850,0.01932536397475514
v500,0.021035545982220204
v700,0.018184659116364587
v1000,0.014995712599903345
r250,0.02229754146923606
r850,0.01682326367676809
r500,0.022139264218793992
r700,0.018124405250705456
r1000,0.016768604489872777
z250,0.016482426605748005
z500,0.02007186909210079
z700,0.01719544189646486
z850,0.03951143722540134
z1000,0.014455716196058557
t250,0.03929247097999497
t850,0.02193787895363599
t500,0.02755840139675649
t700,0.01607293065083359
t1000,0.09296244019214467
dtd250,0.02299062819496974
dtd850,0.017910254573030363
dtd500,0.019226446057815177
dtd700,0.01775394461817928
dtd1000,0.016380802369885775
