,0
t2m,0.024159724297906086
tp,0.025356260508224503
msl,0.009219068340641087
v10,0.01461460488938582
u10,0.008813738103650232
EAWR,0.024582039130746535
SCAN,0.02015969021343308
NAO,0.02361124272513387
EA,0.02538454958588574
u250,0.0400854782218278
u850,0.01386205805658031
u500,0.025690029683026475
u700,0.018355637131412264
u1000,0.01054747260811509
v250,0.030768246014729814
v850,0.013383081998819841
v500,0.022547949979178375
v700,0.01739611091057165
v1000,0.01630762483028158
r250,0.01643040342821612
r850,0.012088758538384715
r500,0.024259162336470883
r700,0.010731854987624405
r1000,0.013662653750382761
z250,0.08489665070516952
z500,0.12840926899877997
z700,0.07472961780884532
z850,0.017047492398304245
z1000,0.006419356744240102
t250,0.025286943423638547
t850,0.025689041236635585
t500,0.018198845297230953
t700,0.018206801180972933
t1000,0.022279420477642472
dtd250,0.015915287248826827
dtd850,0.013119211546245707
dtd500,0.05142148316429192
dtd700,0.011022709170663428
dtd1000,0.025340430327883152
