,0
t2m,0.01935207693223149
tp,0.01776608568343905
msl,0.0216890440898953
v10,0.012638863733319104
u10,0.014072105958009647
EAWR,0.03867460159404383
SCAN,0.02237187245549179
NAO,0.026444621588151477
EA,0.022264397863635956
u250,0.019985663300933435
u850,0.03152134923845765
u500,0.012237071078365906
u700,0.01955397502315117
u1000,0.012722734870171117
v250,0.03654981598866806
v850,0.017316130179370032
v500,0.027663345821415962
v700,0.030041277397403005
v1000,0.0175998094223339
r250,0.014113124257407218
r850,0.030204156563595225
r500,0.013888523223489184
r700,0.010334888012085788
r1000,0.01302800956034089
z250,0.021781910793609974
z500,0.024632583478080547
z700,0.12898978669717645
z850,0.13798392756325234
z1000,0.014397308086906348
t250,0.019854685715552226
t850,0.016424238219502372
t500,0.014617559872230084
t700,0.010340391845842196
t1000,0.014355673110735125
dtd250,0.013507472966502714
dtd850,0.02232185378904456
dtd500,0.014909675473688672
dtd700,0.00892936813272383
dtd1000,0.034920020419746255
