,0
t2m,0.2284565496308219
tp,0.017701217967700487
msl,0.00890202434251875
v10,0.011313851519606096
u10,0.011196239672518826
EAWR,0.0364655892309299
SCAN,0.033322359555045866
NAO,0.03284647179890046
EA,0.04588876005392601
u250,0.018825452851175525
u850,0.011337447977934954
u500,0.015311602905912167
u700,0.01393234044351442
u1000,0.011852975826549777
v250,0.02349859180931919
v850,0.016894477097656374
v500,0.023111305650495666
v700,0.017123940397833402
v1000,0.013209016107445563
r250,0.02063705585952699
r850,0.03328812290727551
r500,0.013311285267811652
r700,0.013825967715124144
r1000,0.013141499257809476
z250,0.014996931949945596
z500,0.010968869129344886
z700,0.006146969606197416
z850,0.007605701056416563
z1000,0.008375559054149544
t250,0.0263442410763782
t850,0.04366318364137329
t500,0.026743681237335313
t700,0.015609647077993793
t1000,0.06231216148044789
dtd250,0.026798237433791318
dtd850,0.025342185592997026
dtd500,0.012097353810205814
dtd700,0.013919504726839267
dtd1000,0.013681627279231017
