,0
t2m,0.013354711505168532
tp,0.021600259394361415
msl,0.012682837374535074
v10,0.013571081546421141
u10,0.024310756416118254
EAWR,0.030347226365319214
SCAN,0.03936559514733752
NAO,0.019588491771800838
EA,0.03705769488425095
u250,0.031103780425452754
u850,0.018732912161931386
u500,0.02346448768211885
u700,0.027883056248983646
u1000,0.01973589866061691
v250,0.028908920140682776
v850,0.013975845014665696
v500,0.02071033768748163
v700,0.01250628459130158
v1000,0.013304174536459327
r250,0.012794800452371228
r850,0.011265481795501393
r500,0.024124205958275066
r700,0.016802468847637624
r1000,0.01598289993381849
z250,0.06132380772145956
z500,0.05213022668215076
z700,0.07717141042328306
z850,0.12122282024183632
z1000,0.013676782348121226
t250,0.02971779844183567
t850,0.011075754143996471
t500,0.015138523290982139
t700,0.013091037925000467
t1000,0.012045809217602253
dtd250,0.014407183970945047
dtd850,0.010516388995413533
dtd500,0.025440640259663954
dtd700,0.024229422653172853
dtd1000,0.015638185141925325
