,0
t2m,0.09748892748516934
tp,0.016107083607482576
msl,0.006630119033871078
v10,0.015028035043060798
u10,0.009907893584844058
EAWR,0.024160177500227472
SCAN,0.04260492417988914
NAO,0.06004781724588486
EA,0.03303895785856223
u250,0.019152551320057613
u850,0.027323832100908798
u500,0.03147731172578877
u700,0.01605878769497431
u1000,0.011476221731629179
v250,0.01704530876914013
v850,0.01729418736279296
v500,0.014674061113854511
v700,0.01181066432806089
v1000,0.015472103098256933
r250,0.01631866898106343
r850,0.016540291651401768
r500,0.011166720703949543
r700,0.012486108375510613
r1000,0.011095623710328524
z250,0.01875809979382691
z500,0.01194721881438658
z700,0.009968135707741972
z850,0.007996033278485828
z1000,0.006987937268569092
t250,0.03419861217886788
t850,0.09437644380727632
t500,0.043976979953845884
t700,0.054561051279918636
t1000,0.07879137060668931
dtd250,0.030170103570056325
dtd850,0.018043817585433306
dtd500,0.012864174832083197
dtd700,0.012781135938503633
dtd1000,0.010172507177605636
