,0
t2m,0.020214092621657333
tp,0.034901915675202205
msl,0.01902562120668291
v10,0.02318324151437063
u10,0.016466771078230504
EAWR,0.03621850016824401
SCAN,0.05566287513506504
NAO,0.028773980861268617
EA,0.06675873168655622
u250,0.026947108723718523
u850,0.0235771788102734
u500,0.02055289754608422
u700,0.027271350049744833
u1000,0.023811695138592093
v250,0.02645674200724651
v850,0.021094599308139172
v500,0.03372860979272995
v700,0.026979362332972226
v1000,0.023965666253722775
r250,0.014326025930911297
r850,0.027848079325998545
r500,0.04349012079970093
r700,0.019093184363124377
r1000,0.01313830778974392
z250,0.017767743235576013
z500,0.01775922554101973
z700,0.03669212012076886
z850,0.02782500246057483
z1000,0.020780118853658963
t250,0.02941048395166189
t850,0.018923063296523657
t500,0.027060784760377397
t700,0.01772902272211748
t1000,0.01668048241287138
dtd250,0.019092230535727624
dtd850,0.016109429079813328
dtd500,0.021183706882604385
dtd700,0.0189678577674376
dtd1000,0.0205320702592867
